unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
71,Nok Air,2,"""cabin was filthy""",2nd September 2015,False,"Nok Air flight from Bangkok Don Muang to Phitsanulok was over an hour late, and no apology from ground crew. The cabin was filthy, broken seats. AirAsia rates better than this airline.",Boeing 737-800,Business,Economy Class,Bangkok to Phitsanulok,15-Sep,1,1,1,1,1,1,2,no
72,Thai Smile Airways,9,"""most reliable domestic airline""",4th July 2022,True,It is the most reliable domestic airline in Thailand. They take a good care of their gold member and offer valuable benefit. I fly with them often. Their cabin crew & pilot are competitive.,A320,Business,Economy Class,Bangkok to Phuket,22-Jul,4,5,3,4,3,2,4,yes
73,Air Europa,1,Air Europa customer review,20th April 2023,False,"The worst airline on planet earth. That changed the gates over 5 times from one side of the terminal to other, flight was delayed numerous times. Customer service non existent, in fact very rude. Business class was a ripoff. The worst experience by far. Never again.",Boeing 737,Business,Business Class,Madrid to Mallaga,23-Apr,1,1,1,1,1,1,1,no
74,airBaltic,3,"""indifferent and unsmiling""",12th November 2019,True,"Athens to Hamburg via Riga. Red eye flight on A220-300, plane looks nice but noisy for such a modern plane. You could have slept from 4-6 in the morning but the noise was bothering you. Flight attendants were indifferent and unsmiling. They do not offer even a glass of water or coffee, you have to buy everything.",A220-300,Solo Leisure,Economy Class,Athens to Hamburg via Riga,19-Oct,2,1,1,4,1,1,3,yes
75,Condor Airlines,3,"""One of the worst airlines""",29th July 2022,True,"One of the worst airlines I have ever flown with. Online check-in was not working for some reason, it didn't accept my covid vaccine, even though I tried with 3 different documents, all of them being valid and accepted later in-person. This meant that I can't have my boarding pass, so I had to wait 1 hour in line to do an in-person check in. There I found out that since I have an economy light ticket I cannot have a carry-on luggage, only a personal item. This is quite outrageous on a transatlantic flight, but the worst thing was that this was not clearly highlighted in the confirmation email (it only said that I don't have any checked-in baggage but it didn't say anything about carry-on). Therefore, I had to pay 50 euros for",Boeing 767-300,Solo Leisure,Economy Class,Frankfurt to Phoenix,22-Jul,1,3,2,1,1,1,1,no
76,Air Europa,10,"""good legroom, tasty meals""",27th July 2023,False,"Experienced pilots and TCP,s, good legroom, tasty meals, relatively low costs for its price and comfortable seats. This airline has it all. If you are going to book a flight, first check that it is in Air Europa, because I recommend flying with them more than once in a lifetime.",Boeing 737-800,Family Leisure,Economy Class,Bilbao to Lanzarote,23-Mar,5,5,5,5,5,5,5,yes
77,Vistara,10,"""appreciate these kind efforts""",17th May 2023,True,I recently took a trip to Srinagar and on my way back lost my phone at the airport just a while before the boarding. I panicked to find my phone everywhere which was noted by one of the Vistara airport staff named tabasshum who without any questions helped us look for our phone. Another of the airport staff member Suhaib also helped us a lot to find our phone. Both of these members helped us incredibly and sent us our phone back to Mumbai within 24hrs. They were constantly in touch with us till we got our phone and helped us with all the formalities procedures to get the phone. We are very grateful to to both Vistara airlines and specially grateful to these to staff members Suhaib and Tabasshum from Srinagar airport. We really,-,Couple Leisure,Economy Class,SXR to MUM via DEL,23-May,5,5,5,5,5,5,5,yes
78,Vistara,10,"""a wonderful experience""",26th April 2023,True,"It was a wonderful experience flying with VISTARA. The staff are cordial, patient and extremely helpful. They serve well, the food options are top notch and the announcements loud and clear. There is plenty of leg space and the seats are comfortable. The ground are very supportive and help out whenever necessary. I had an international transfer with a transit window of less than an hour in a huge airport. But the transition was seamless thanks to the ground staff of VISTARA. And of course, in a matter of a week, I had four flights, all of which were on time, and I landed ahead of schedule every time.",A321 / A320,Family Leisure,Premium Economy,Kathmandu to Singapore via Delhi,23-Apr,4,5,5,5,4,5,5,yes
79,Nok Air,9,"""best low cost I have used""",7th February 2016,False,"Bangkok to Chiang Mai with Nok Air and very impressed. Definitely the best low cost I have used : 15kg luggage allowance, boarding and departure in advance as all passengers were in, brand new plane, free snack onboard and free wifi (I am making this review as we just started our descent).",Boeing 737-800,Family Leisure,Economy Class,DMK to CNX,16-Feb,4,4,4,4,4,5,5,yes
80,Thai Smile Airways,3,"""Thai Smiles however does not respond at all""",25th July 2022,False,We flew a code shared flight from Austrian Airlines. It was operated by Thai Smiles. The flight itself was okay. We came from Amsterdam (via Vienna and Bangkok) and discovered at arrival in SGN that one of our bags was damaged. We got to the baggage desk and had to fill in a form. They took photo's. After returning from holiday I wrote an email to Austrian Airlines who pointed me to Thai Smiles. Thai Smiles however does not respond at all.,A320,Family Leisure,Economy Class,Bangkok to Ho Chi Minh City,22-Jun,3,3,2,4,1,1,3,no
81,Vistara,10,"""Excellent food, kind staff""",11th April 2023,True,"I travelled from Delhi To London with Vistara direct flight in September 2022 on Boeing 787-9. Seats were quite good and comfortable. The inflight experience is also good. The food was excellent for economy class. All the covid policies has been followed by Vistara crew . In short this company is really number one. Excellent food, kind staff, good seats, clean toilet No complaining. Worth the money. Will fly again with Vistara soon.",Boeing 787-9,Solo Leisure,Economy Class,Delhi to London,22-Sep,5,5,5,4,5,5,5,yes
82,Ryanair,1,"""Our Tuesday wasted completely""",10th April 2023,True,"Ryanair - only for masochists. We booked early. So we could have the whole Tuesday in London. Then the flight was moved to the evening. I tried to cancel, but with little luck. Waited 30 minutes for help on the phone. The instructions I was given didn't work. Gave up and decided to use the late flight. And then the flight was delayed by 1 hour. Arrived so late in London - all the restaurants were closed! Our Tuesday wasted completely. So - will try to avoid Ryanair in the future. There are other companies.",Boeing 737,Couple Leisure,Economy Class,Oslo to Stansted,23-Apr,2,2,2,1,1,1,1,no
83,Jetstar Airways,1,"""Worst service ever""",7th April 2023,True,"I booked the flight to Bali. I reached Denpasar 10:30 am today and after searching for my luggage for 2 hrs, I asked at the airport about it and they said that your luggage has not been picked up from Sydney. We had our little son with us and all luggage was checked in. They said it will be delivered by the next flight to Bali from Sydney. But nothing got delivered so far. Its been a day without clothing. I end up with spending hundreds dollars worth of clothing. I have booked the meal already while booking the flight. Staff asked to give them proof of meal booked. I mean they don't have any information about anything and they refused to give a meal. I paid twice for same meal. Worst service ever. Do",A321,Family Leisure,Economy Class,Sydney to Denpasar Bali,23-Mar,2,2,1,2,1,1,1,no
84,Philippine Airlines,2,"""refunding the same ticket is 150 dollars""",7th October 2022,True,The flight from LA to the final destination Dumaguete via Manila was actually relatively pain free. Seats are uncomfortable after a few hours especially when you are 6 foot plus like myself. Food was borderline comparable to just about any experience you've had in your life when you wish you didn't eat something but I believe just about all airlines serve bad meals. My first major complaint with Philippine Airlines is the cost to check bags. The two bags I checked from LA to Manila were free. Checking the same two bags plus the two my wife had resulted in a 200 dollar fee for the relatively short flight from MNL to Dumaguete. That domestic flight wasn't even half full so not sure other than the obvious greediness explanation why Philippine Airlines charges this much,Boeing 777,Couple Leisure,Economy Class,Los Angeles to Manila,22-Sep,1,3,1,2,1,1,1,no
85,Philippine Airlines,2,"""never again after this""",7th October 2022,False,"Flight from MNL to BKK delayed 2 hours! Advised at transfer desk that staff in Mabuhay lounge could change for me even though it meant downgrading to economy. Willing to cut my losses but, no hang on...we need to charge you USD548! So 12 hour wait in a substandard airline lounge, they could have had a business swat to upgrade someone too. The transfer process from T1 to T2 at MNL is 3rd world farcical. I thought I would try PAL again but never again after this.",Boeing 777,Solo Leisure,Business Class,Vancouver to Bangkok via Manila,22-Oct,2,4,3,1,1,1,2,no
86,Ryanair,1,"""Very bad experience""",22nd April 2023,True,Very bad experience. The flight was delayed almost 4 hours. Had to pay for all refreshments which were ridiculously expensive although their policy said the refreshments were free if the flight was delayed more than 2 hrs which was. I will avoid this airline in the future.,Boeing 737-800,Solo Leisure,Economy Class,Milan to Stansted,23-Apr,2,2,1,1,1,1,1,no
87,Vistara,7,"""crew friendly and resourceful""",19th January 2023,True,"Early morning unplanned departure for Delhi to Mumbai, Got a good deal for the last moment price. Clean Cabin , seats, crew friendly and resourceful. New Aircraft so not much noise in the cabin. Basic Breakfast was served with a pretty satisfying with some hot drinks. Service was quick hence could catch a nice power nap as well. Did not try the entertainment system but will surely do it next time .",A320,Business,Economy Class,Delhi to Mumbai,23-Jan,4,4,4,4,4,4,5,yes
88,Vistara,10,"""one of the great airlines""",12th January 2023,True,"Booked on 7am flight to Delhi on 12th jan. Flight got cancelled in previous day due to technical snag and i could not notice the message send. I have reached the boarding gates and then realized and staff informed me that no seats on next Delhi flights and full refund for the ticket can be made. Found that all other airline flights also going full. Airline staff offered later 9.45am flight, which will not meet my requirement. While i was trying to find a solution to reach Delhi at early, suddenly met Mr Vinod came out with idea of trying on 8am flight of Vistara as a standby and made me wait till gate closing time then board the flight. It was a great great relief. I should thank Vistara team for such wonderful support",A320neo,Business,Economy Class,Bangalore to Delhi,23-Jan,5,5,5,5,4,4,5,yes
89,airBaltic,3,"""I will never book them again""",25th August 2019,True,"Zurich to Riga. I booked the flight just 15 hours before departure. I got the confirmation and could Check-in online. The next morning i arrived at the airport and they told me that the flight has been cancelled. No E-Mail or no SMS they sent me. The next available flight is 9 hours later. After asking for compensation, they give me a voucher of 12 CHF and I should send an email. No support from ground-staff or helpline. Flight at night was ok. But Not even water, they provide. I will never book them again.",A220,Solo Leisure,Economy Class,Zurich to Riga,19-Aug,2,2,1,1,1,1,1,no
90,Vistara,3,"""ground staff is so rude and ignorant""",8th December 2022,False,You cannot label front economy seats as Premium Economy. These are 3:3:3 layout Economy seats with no additional comfort. You just cannot change the global definition of any class for your profits. Route: FRA to DEL. On top of this your ground staff is so rude and ignorant that they won’t accommodate any requests no matter how serious.,Boeing 787-9,Couple Leisure,Premium Economy,Frankfurt to Delhi,22-Dec,1,2,3,1,2,2,2,no
91,Philippine Airlines,3,"""you may miss your connection""",2nd October 2022,True,"If you have a connecting flight then for goodness sake don't fly this airline. You will have to suffer a lot at Terminal for transfer, for boarding a bus to change terminal and for everything. Chances are you may miss your connection.",A340,Solo Leisure,Business Class,Singapore to Dammam via Manila,22-Oct,4,5,2,1,2,4,2,no
92,Jetstar Airways,2,"""Very safe, good one Jetstar""",1st April 2023,False,"Dropped my daughter at airport at 8.30, they cancelled the flight twice, then having my 17 year old daughter sitting at the airport till 12.30pm  and cancelled flight until the next morning is a joke. Very safe, good one Jetstar.",Boeing 747,Family Leisure,Economy Class,Mackay to Brisbane,23-Apr,1,1,1,1,1,1,1,no
93,Vistara,2,"""experience was extremely disappointing""",22nd October 2022,True,The worst airline I have ever flown with. I booked and paid a premium for seating in row seven. Online check in allocated the three of us row 25. I emailed Vistara three days prior to our departure explaining that when checking in online we had been allocated the incorrect seats. No response was received. Airport check in staff either couldn’t or wouldn’t correct the obvious error and didn't seem care even though one person in our group had mobility issues. There response was that they were only responsible for checking in and it wasn’t their problem. So now I have to fill out paperwork to claim a refund for the seating I booked and paid for which was allocated to someone else. Also the people in row 24 were totally ignorant of normal polite,A320 Neo,Solo Leisure,Economy Class,Delhi to Bangkok,22-Oct,3,1,3,1,3,4,3,no
94,Batik Air,1,"""disappointed with the service""",6th January 2018,True,"Bali to Perth. My flight was OD on friday 29th December 20.40pm. I was very disappointed with the service and the way your crew even thought about looking after the pasengers. We were being taxied out when we hit a bump and was told we had a technical problem. After sitting in the plane for just under an hour we were on the way. On the runway we went back because of technical problem. This is OK I have no problem with this, as we were unloaded and taken back to the waiting room is where your staff were shocking and I was disgusted how we were treated. You took our water when we left and when we asked for some you told us there is a shop go and buy some. Most of us",Boeing 737-900,Couple Leisure,Economy Class,Bali to Perth,17-Dec,1,1,1,1,1,1,1,no
95,Vistara,4,"""return flight was considerably better""",4th October 2022,False,"Mumbai to Singapore a mediocre experience. Vistara doesn't have early bag drop in Mumbai. When I landed in Singapore, I found that two wheels of my suitcase were damaged. Vistara's rep said that wear and tear would not be compensated, which I accepted. The repair man I took it to noticed a large gash on body, and said I should replace the bag. On both sectors my food quality and quantity were lacking. Outbound sector was an overnight flight at 0145hrs, Breakfast comprised of an omelette, chicken sausage, and something else. Return lunch was a bowl of curry with chicken, vegetable and rice. A salad started the meal and a small rasmalai for dessert. Lie flat seats in a 2x2 layout in the narrow body aircraft, with little privacy. There's not much time to sleep",A321 Neo,Solo Leisure,Business Class,Mumbai to Singapore,22-Sep,3,3,2,4,1,1,2,no
96,Thai Smile Airways,1,"""I will never fly this airline again""",23rd August 2022,True,"The crew did not serve any drinks, soft or alcohol. When I asked for a glass of wine they said they don't have any. Only beer, but that too after the meal! I said usually drinks are served before or with the meal and she replied ""it is company policy"". When I protested they reluctantly brought a beer. This is unacceptable from a full service airline charging 40% more than low cost airlines flying the same route such as AirAsia, SpiceJet etc. Have never seen this before on an international flight including Thai Airlines. I will never fly this airline again. Forget about beer and wine - they did not even serve any soft drinks or juices at any point.",A320-200,Business,Economy Class,Bangkok to Kolkata,22-Aug,4,1,1,4,1,1,1,no
97,Condor Airlines,4,"""I would be better off in cargo""",6th October 2022,False,"I've flown Condor long haul twice a year for 15 years. Premium economy has always been a good value compared to other airlines. However, I know that all airlines are still hurting after the COVID pandemic and with my next trip in about a month I've had the most terrible time ever with any airline getting a really basic and simple booking revision completed. Total time on the phone was around 6 hours over a three day period. If you can get them to answer a phone you are fortunate, and if you can understand their English your hearing is much better than mine. In spite of the language being very difficult to understand, during three of my six calls, I've concluded that those three that I'd spoke with just did not know what they",Boeing 767,Couple Leisure,Premium Economy,Seattle to Frankfurt,22-May,1,4,3,1,3,1,3,no
98,Philippine Airlines,2,"""Horrible experience for a business class price""",23rd December 2022,True,"Better check what plan model you are flying, not all planes are the same! I paid for a business class seat and got an old plane that had coach level hardware and my seat was broken and didn’t recline and they tried to get me to sit there and call later for some accommodation. They moved another passenger (probably a free upgrade) so they could give me a reclining seat, but the seats were still the old and uncomfortable kind. The entertainment equipment was not working either. Horrible experience for a business class price.",Boeing 777,Solo Leisure,Business Class,Los Angeles to Manila,22-Dec,1,5,5,5,1,1,1,no
99,Air Europa,2,"""Worst customer service""",17th December 2022,False,"Worst customer service ever. The staff at embarking point particularly a lady checking the boarding pass was super rude, she did not hide her anger against many customers. She accused us multiple times of breaking the line, while she was allowing people of later groups to skip in front of us, then when my husband asked why, she threatened him to not allow us to embark, it was very unprofessional.",Boeing 737,Family Leisure,Economy Class,Madrid to Malaga,22-Dec,5,5,4,1,4,2,1,no
100,Air Europa,2,"""Ground staff badly trained""",24th November 2022,False,"LGW to COR return November 2022. Air Europa could be a smart, customer friendly budget airline but it isn't. Long haul flying with them is an endurance. Ground staff badly trained & disorganised with chaotic boarding procedures experienced at LGW, MAD and on the return from COR. It seems to be their speciality. PAs often garbled and made in Spanish only. There is no reasonable excuse for serving passengers only one meal on a 10 hour long haul flight. Expensive snacks sometimes available. I paid 5 euro for small bottle of water & pringles LGW to COR Unless you pay extra for reserving your seat during the online check in process, it is unlikely you will be able to sit in the part of the aeroplane that you would like. Air Europa markets itself as",Boeing 787,Couple Leisure,Economy Class,London to Cordoba via Madrid,22-Nov,2,2,2,1,2,2,2,no
101,Southwest Airlines,9,"""flying Southwest out of Reno is a breeze""",27th March 2023,False,"Reno-Vegas. As usual flying Southwest out of Reno is a breeze. Check-in using self service kiosk was effortless as was bag drop. We were the only passengers checking in and it was an hour before the flight. TSA was empty so went right on through in no time at all. Arrived at gate and grabbed a bite to eat and then boarded the plane. Full flight, usual beverage and snack while in the air. Free wifi worked fine but since it's only an hour flight not really time to get too involved with the movies and shows offered. Arrived in Vegas and luggage was coming off the belt as we arrived at the carousel. Ground staff and cabin crew all did their jobs and made for a pleasant trip. No complaints.",Boeing 737-700,Couple Leisure,Economy Class,Reno to Las Vegas,23-Mar,4,4,4,4,4,4,4,yes
102,Southwest Airlines,10,"""attendants were very patient and caring""",16th March 2023,False,"Had an amazing flight until my husband got sick, but then was made great again by super helpful attendants who were very patient and caring and made sure he was alright before letting us leave. Thank you so much for having such great staff!",Boeing 737,Couple Leisure,Economy Class,Dallas  to Norfolk,23-Mar,4,5,3,5,3,2,5,yes
103,Nordica,1,"""the flight itself was unbearable""",6th January 2021,False,"I had a business trip from Hamburg to Stockholm, I hated this flight. The cabin crew were quite nice but the flight itself was unbearable! The seats were very dirty and the floor was very sticky like someone had spilt a soda! I do not like this airline and I'm not going to fly it again! My meal was very dry, I had to drink so much with the meal to make it somewhat bearable.",CRJ900,Business,Economy Class,Hamburg to Stockholm,20-Jun,1,3,1,1,1,1,1,no
104,Condor Airlines,2,"""Business Class below standard""",17th June 2023,False,"Business Class below standard despite the new airplane, with Economy seats fitted into business class shells lying flat. Definitely not a business class seat. Very uncomfortable and narrow, not suitable for tall people. Boarding was a mess, keeping us waiting 75 minutes standing without any news about what was happening. The call centre barely speaks English. Strange service with first row of business being more expensive and getting different amenities than other passengers. Kept on promoting paid upgrades until the flight left as if trying to collect money as much as possible. Definitely a low cost business class below standards airline company despite the publicity made around the new aircraft and seats. Would not advise to fly Condor at all even in Business Class in the Airbus A330 Neo.",A330 Neo,Family Leisure,Business Class,Frankfurt to Mauritius,23-Jun,1,2,3,1,2,1,1,no
105,Condor Airlines,2,"""Bad customer service""",13th June 2023,True,"I have booked a trip to Athens, Greece (Transit through Frankfurt) on Condor airlines. The ticket includes a standard meal on long haul flights, but they don't give an option to select the meal type (Vegetarian). Called to customer service to see if they can help, but they were not able to help and said the only option is to pay $22 to select a upgraded meal. Bad customer service. If you advertise and include standard meals as part of the ticket, it is a basic option to allow the customer to select meal type on the website or through the call center. Very bad customer experience. Similar issue with TSA pre check number. The website advertises that they accept Known Traveler number to go through TSA pre check at the airport, but you cannot",Boeing 767,Family Leisure,Economy Class,Minneapolis to Athens via Frankfurt,23-Jun,3,3,1,1,3,3,1,no
106,Air Europa,2,"""very bad customer service""",23rd November 2021,False,"Terrible, very bad customer service. Extremely unfriendly staff, unclean aircraft, horrendous food. Nor worth the money, simply do not travel with this airline. I don't know how can they still be in the market, have the impression even Ryanair is better and friendlier. This is the type of airline who make you feel so unwelcome and uncomfortable that just by flying with them your holiday is ruined.",Boeing 747,Solo Leisure,Economy Class,Cancun to Madrid via Brussels,21-Oct,1,1,1,1,1,1,1,no
107,Air Europa,10,"""Air Europa is not as bad as people suggest""",28th November 2021,True,"Air Europa is not as bad as people suggest. With budget airlines I am a great believer that one should start at 10 and take of points for what you don't like rather than with ""posh"" airlines the opposite. Bought my one way ticket for around £150 worth of airmiles so cheap as chips and consequently in fairness I should rate this airline with consideration to the fare paid. I've read reviews about Air Europa and feel like I must be flying a different airline. Check in was efficient and both members of staff were very helpful. I got given an exit seat at no charge (I am skyteam elite plus this probably helped). Air Europa use the cibelles lounge in T2, I had a very nice lunch in a relaxing setting before my flight.",Boeing 787-8,Business,Economy Class,Madrid to New York,21-Nov,3,4,3,5,4,5,5,yes
108,Icelandair,8,"""agent did the best to get me home in a timely manner""",14th January 2023,True,"I had a return trip home to Canada for Christmas, while my flights to Canada were canceled a day in advance due to incoming bad weather, they did immediately rebook me on another flight to get me back to Canada, and when I called their agent did the best they could to get me home in a timely manner. While my flights back to Canada were a disaster that was not Icelandair's fault. I was booked automatically on British Airways and Air Canada flights as there were no other flights to Toronto with Icelandair for a few days. As I was let down by the other two airlines with delays, missed connections stranding me in London for the night, and then losing my luggage for 18 days. I was pretty anxious to fly back to","Boeing 737 Max 8,9",Solo Leisure,Economy Class,Toronto to Glasgow via Reykjavik,23-Jan,5,4,4,4,4,4,4,yes
109,Air Europa,5,"""Chaos during check in""",13th January 2022,True,"Chaos during check in, poorly designed check in area. The airline asks you to download all documents to their website / Covid test, Vaccination certificate, Attestation, you get a boarding pass but when you arrive to Terminal 1 the business class agent has no idea about this process. He did not even have a computer. Luggage check in was smooth. Priority lane for security unpleasant and slow. Boeing 787- cabin with 1 -2-1 lie flat seats, nice staff. Cabin overheated. Only 1 wc available.",Boeing 787-9,Family Leisure,Business Class,Madrid to Miami,22-Jan,5,4,4,2,1,4,2,no
110,Condor Airlines,8,"""Mostly a great experience""",1st June 2023,True,Mostly a great experience. Toronto to Frankfurt then Austrian Airlines to Vienna Fare Class: Business (Upgraded to Prime Seat) Nice new A330neo plane. Lovely livery and the plane still smell new. Crew were efficient if not overly friendly. Fluent in English and German. Menu options were good. Cold appetizers were nicer than the hot meals but overall no complaints. Wine selection was good. Great long haul business class hard product. Comfortable pod seats with plenty of space and felt fairly private. I upgraded to Prime Seat and had so much space especially in lie flat position. Able to sleep comfortably. Love the pyjamas provided. Comfy and worth keeping. Boarding was a gong show. No sense of organization or dedicated boarding calls for each group. Just a mass of people trying to board all at once.,A330Neo,Solo Leisure,Business Class,Toronto to Frankfurt,23-May,5,4,4,1,3,3,5,yes
111,Thomas Cook Airlines,1,"""weight was 12kg instead of 8kg""",13th June 2019,True,"Gatwick to Larnaca. I was shocked with the treatment of staff at Gate 1 right before our departure. I had already checked in my 20kg luggage and had my cabin luggage weighted at the check in before (a cabin luggage sticker was placed on my cabin bag). Upon arriving at Gate 1, a member of staff Becca weighed our cabin luggage together with our laptop bags and the total weight for each of us was 12kg instead of 8kg. Okay, I understand that we were overweight, but she then asked for my credit card that I made my booking with. At that time I thought that she wanted to confirm my booking so I gave it to her. She then told me that she wasn’t able to get a payment from my card. She tried",A321,Solo Leisure,Economy Class,Gatwick to Larnaca,19-Jun,3,3,2,1,1,1,1,no
112,JetSmart,1,"""very poor service""",15th January 2020,False,Lima to Santiago. Cheap airline but very poor service at the gate they will make sure you pay more for bags. If the plane is empty and you want to change your seat. You cant. Usually always late by 1 hour. There are advantages of paying less but then be ready for the torture. My friendly advice. Don't travel. Pay more and be happy with other airlines,A320,Business,Economy Class,Lima to Santiago,20-Jan,1,1,1,1,1,1,5,no
113,Condor Airlines,8,"""Plane fresh and clean""",23rd May 2023,False,"Plane is new seats are comfortable and I rode premium economy. I would say the window seat, there is a gap between seat and bulkhead like a bottomless pit do things do fall into it. Condor made clear that upgrades only apply to their airline and not other feeder airline. Plane fresh and clean, service adequate money was $500 less than Delta. The having to get the follow up boarding pass is confusing. I was chosen for ""additional screening"" along with 4 other male passengers. I thought that was a bit odd.",A330 neo,Family Leisure,Premium Economy,Seattle to Frankfurt,23-May,4,4,4,3,5,4,5,yes
114,Condor Airlines,1,"""Just don't fly Condor""",30th April 2023,False,"First, my ticket was booked by the company I work for through a corporate booking company. As it was booked through my company, you can't use the Condor App, web page, or Condor phone customer service to help you in anyway if you have an issue. Even when the booking company called Condor directly, which Condor said was the only way changes or seat selection could be made, Condor still said no. I booked Premium Economy and then paid $50 on my personal credit card for my seat. The ticket itself was paid for by my company, I had to pay for the seat with my personal credit card. Then, 3 days before the flight, Condor changed planes and the new plane didn't have Premium Economy. Not sold out, but the new plane didn't have",A330,Couple Leisure,Economy Class,Los Angeles to Frankfurt,23-Apr,1,1,1,1,1,1,1,no
115,Southwest Airlines,1,"""I'm considering switching airlines""",12th January 2023,True,I have had more than one issue with Southwest the past 3 times and am absolutely disgusted. I was forced to give up my seat to other people after I boarded first as an A class member. Then the airline lost my luggage on my flight home because it turns out they decided not to put it on the plane and when I was told it would arrive and I would be contacted I wasn't. I was called at 12am and woken up. Then I had booked a flight home Dec 22-29 to fly home after life saving surgery to spend Christmas with my family until my flight was canceled twice so I ended up having to spend Christmas alone and lost money due to paid appointments thanks to Southwest. I rebooted my flight and,Boeing 737-800,Family Leisure,Economy Class,Atlanta to Denver,23-Jan,1,1,3,1,4,3,1,no
116,airBaltic,10,airBaltic customer review,6th January 2021,False,"I had a business trip from Stockholm to London, I entered the cabin of my airBaltic flight the cabin was great and the seats and lighting were perfect, especially the massive windows which were a nice touch to my flight. The take off was smooth there was no turbulence, my pre-ordered food was delicious and the cabin crew were so nice and kind. The descent and landing was smooth. Its very cheap for its comfort, its hard to believe such a small airline is so good! I hope that airbaltic will expand more and get more aircrafts.",A220,Business,Business Class,Stockholm to London,20-Feb,5,5,5,5,3,5,5,yes
117,Icelandair,9,"""very attentive crew""",17th April 2023,True,"We departed from Keflavik at time 16.04. 2023 FI 324. Saga premium class, seat 3 A/ 3D. Had a very good experience with a crew which really was professional, and friendly. Travelled with my spouse. The snack and drinks were very good, the salmon was excellent. We really appreciated the journey due to this very attentive crew.  The Saga lounge at Keflavik airport is also a very peaceful and comfortable place, with a great buffet.",Boeing 737,Couple Leisure,Business Class,Keflavik to Oslo,23-Apr,4,5,5,5,4,4,5,yes
118,Air Europa,1,"""worst airline we have ever flown""",19th June 2022,False,"This is the worst airline we have ever flown with. We flew London - Madrid - Havana return. The staff were rude. The food was awful and we were not offered a choice. You are allowed only 1 drink, the rest you have to pay for. Having flown overnight to Madrid we asked for a coffee and told the coffee was served 10 minutes ago, so it is no longer available (even though you have to pay for it). They lost our baggage.",Boeing 787,Couple Leisure,Economy Class,London to Havana via Madrid,22-Jun,1,1,1,1,1,1,1,no
119,Ryanair,8,"""found it was an ok airline""",7th March 2023,True,"I found it was an ok airline with a good crew and ok airplanes. The seatings are good enough for a 1:30hr trip and the food was in a reasonable price (as same as you find in any café in Sweden for every item) and the flight very smooth - we even arrived 10 minutes earlier than expected when we came back to Gothenburg. The only remark is the hurry to get aboard and disabord the airplane, due to the tight time table, but it's fine for me. I would fly again with them.",Boeing 737-800,Couple Leisure,Economy Class,Gothenburg  to Gdańsk,23-Mar,4,5,5,5,1,1,5,yes
120,Thomas Cook Airlines,6,"""flight was actually ok""",8th August 2019,False,"Zante to Glasgow. First time in 5 years flying Thomas Cook, so was unsure if it would be as bad as the previous trip, We got to Glasgow Airport two hours and a half before takeoff, to be met with a queue of hundreds at the TC Desks, two checkin desks open, utter chaos, finally got booked in after an hour and 15 mins, They had to ask people on the Corfu flight to come forward as they would miss there flight if they had stayed in the queue, We got checked in, then up and joined the queues at Passport Control, got through eventually and got into the departure lounge in time to grab a cup of takeaway tea, as the flight started boarding, Not a good start, But the Flight left bang on",A320,Family Leisure,Economy Class,Zante to Glasgow,19-Jul,3,3,3,2,2,1,3,yes
121,Philippine Airlines,10,"""Highly recommend this airline""",3rd November 2022,False,"Pleasantly surprised. Staff were fantastic. Very accommodating. Food was ok. Comfortable seat, entertainment much better than Qantas. This was such a better experience than flying with Qantas. Highly recommend this airline",A330,Business,Economy Class,Sydney to Hong Kong via Manila,22-Nov,4,5,4,5,5,2,5,yes
122,Belavia,10,"""food good and service too""",13th May 2016,False,Great flight from Minsk to Tel Aviv with Belavia. The food onboard was good and service too. The plane was very clean. Only complaint is the age of the plane but this is not a big problem. I flew back from Tel Aviv to Minsk too and all aspects of the flight were very good - would recommend.,Boeing 737-300,Solo Leisure,Economy Class,MSQ to TLV,15-Aug,5,5,4,5,5,3,3,yes
123,Air Europa,2,"""Disorganized check in and chaotic boarding""",29th July 2022,True,"Chaotic / disorganized boarding. Older male member of Air Europa/Swissport was yelling at business class passengers: ""if you want to fly you need step back and listen to me"". Very rude and unprofessional. Some older passengers got shaken by his attitude. I have complained to local Air Europa female supervisor who did not supervise boarding. Instead she was hiding below the escalator with a male colleague. That is a clear job failure! They had no announcement about delayed boarding. They do not have boarding group lines organized and clearly marked. We had a similar experience in January in Madrid. Disorganized check in and chaotic boarding seems to be a chronic disease of Air Europa. It spoils passengers experience and the reputation of the airlines.",Boeing 787,Business,Business Class,Miami to Madrid,22-Jul,4,4,4,1,4,1,2,no
